"SEND_TIME","TAGS_INCLUDED","TAGS_EXCLUDED","MESSAGE","HAS_LINK","SUBSCRIPTIONS_TARGETED","VIEWS","CLICKS","CLICKTHROUGH_RATE","ETL_RECORD_UPDATED","clickrate"
"May 9, 2024 8:26:39 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"NYL 65 @ CON 59 - END 3RD
S Ionescu (NYL): 15 PTS, 6 REB, 2 AST
R Banham (CON): 17 PTS, 1 REB","yes",2065,28,28,1,"2024-06-07 09:05:20.000 Z",0.0135593220338983
"May 9, 2024 9:05:47 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"NYL 82 @ CON 79 - FINAL
S Ionescu (NYL): 15 PTS, 6 REB, 2 AST
R Banham (CON): 20 PTS, 1 REB, 1 AST","yes",2016,2,2,1,"2024-06-07 09:05:20.000 Z",0.000992063492063492
"May 9, 2024 8:26:39 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"NYL 65 @ CON 59 - END 3RD
S Ionescu (NYL): 15 PTS, 6 REB, 2 AST
R Banham (CON): 17 PTS, 1 REB","yes",2065,14,14,1,"2024-06-07 09:05:20.000 Z",0.00677966101694915
"May 9, 2024 9:05:47 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"NYL 82 @ CON 79 - FINAL
S Ionescu (NYL): 15 PTS, 6 REB, 2 AST
R Banham (CON): 20 PTS, 1 REB, 1 AST","yes",2016,27,27,1,"2024-06-07 09:05:20.000 Z",0.0133928571428571
"May 9, 2024 9:05:47 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"NYL 82 @ CON 79 - FINAL
S Ionescu (NYL): 15 PTS, 6 REB, 2 AST
R Banham (CON): 20 PTS, 1 REB, 1 AST","yes",2016,2,2,1,"2024-06-07 09:05:20.000 Z",0.000992063492063492
"May 9, 2024 8:26:39 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"NYL 65 @ CON 59 - END 3RD
S Ionescu (NYL): 15 PTS, 6 REB, 2 AST
R Banham (CON): 17 PTS, 1 REB","yes",2065,2,2,1,"2024-06-07 09:05:20.000 Z",0.000968523002421308
"May 9, 2024 9:05:47 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"NYL 82 @ CON 79 - FINAL
S Ionescu (NYL): 15 PTS, 6 REB, 2 AST
R Banham (CON): 20 PTS, 1 REB, 1 AST","yes",2016,1,1,1,"2024-06-07 09:05:20.000 Z",0.000496031746031746
"May 14, 2024 7:35:31 PM","SEND2 I:START_GAME  IO:OR EO:OR",NA,"IND @ CON - START
Tune in to Disney+, ESPN+, ESPN2, WNBA League Pass to watch live!","yes",2263,53,53,1,"2024-06-07 09:05:20.000 Z",0.0234202386212992
"May 14, 2024 7:58:51 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 13 @ CON 19 - END 1ST
N Smith (IND): 7 PTS, 3 REB
T Harris (CON): 9 PTS, 1 AST","yes",2149,51,51,1,"2024-06-07 09:05:20.000 Z",0.0237319683573755
"May 14, 2024 8:30:48 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 39 @ CON 49 - HALF
N Smith (IND): 11 PTS, 5 REB, 1 AST
D Carrington (CON): 14 PTS, 3 REB, 1 AST","yes",2154,52,52,1,"2024-06-07 09:05:20.000 Z",0.0241411327762303
"May 14, 2024 9:12:21 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 57 @ CON 64 - END 3RD
N Smith (IND): 13 PTS, 9 REB, 1 AST
D Bonner (CON): 16 PTS, 5 REB, 1 AST","yes",2164,44,44,1,"2024-06-07 09:05:20.000 Z",0.0203327171903882
"May 14, 2024 9:42:09 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 71 @ CON 92 - FINAL
C Clark (IND): 20 PTS, 3 AST
D Bonner (CON): 20 PTS, 6 REB, 1 AST","yes",2160,42,42,1,"2024-06-07 09:05:20.000 Z",0.0194444444444444
"May 14, 2024 9:42:09 PM","SEND2 I:END_GAME  IO:OR EO:OR",NA,"IND 71 @ CON 92 - FINAL
C Clark (IND): 20 PTS, 3 AST
D Bonner (CON): 20 PTS, 6 REB, 1 AST","yes",167,3,3,1,"2024-06-07 09:05:20.000 Z",0.0179640718562874
"May 14, 2024 7:35:31 PM","SEND2 I:START_GAME  IO:OR EO:OR",NA,"IND @ CON - START
Tune in to Disney+, ESPN+, ESPN2, WNBA League Pass to watch live!","yes",2263,1,1,1,"2024-06-07 09:05:20.000 Z",0.000441891294741494
"May 14, 2024 7:58:51 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 13 @ CON 19 - END 1ST
N Smith (IND): 7 PTS, 3 REB
T Harris (CON): 9 PTS, 1 AST","yes",2149,1,1,1,"2024-06-07 09:05:20.000 Z",0.000465332712889716
"May 14, 2024 8:30:48 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 39 @ CON 49 - HALF
N Smith (IND): 11 PTS, 5 REB, 1 AST
D Carrington (CON): 14 PTS, 3 REB, 1 AST","yes",2154,1,1,1,"2024-06-07 09:05:20.000 Z",0.000464252553389044
"May 14, 2024 9:12:21 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 57 @ CON 64 - END 3RD
N Smith (IND): 13 PTS, 9 REB, 1 AST
D Bonner (CON): 16 PTS, 5 REB, 1 AST","yes",2164,1,1,1,"2024-06-07 09:05:20.000 Z",0.000462107208872458
"May 14, 2024 9:42:09 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"IND 71 @ CON 92 - FINAL
C Clark (IND): 20 PTS, 3 AST
D Bonner (CON): 20 PTS, 6 REB, 1 AST","yes",2160,8,8,1,"2024-06-07 09:05:20.000 Z",0.0037037037037037
"May 17, 2024 7:33:32 PM","SEND2 I:START_GAME  IO:OR EO:OR",NA,"WAS @ CON - START
Tune in to ION, WNBA League Pass to watch live!","yes",2341,45,45,1,"2024-06-07 09:05:20.000 Z",0.0192225544639043
"May 17, 2024 7:56:37 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"WAS 20 @ CON 18 - END 1ST
K Samuelson (WAS): 8 PTS, 3 AST
M Jefferson (CON): 5 PTS, 1 AST","yes",2235,71,71,1,"2024-06-07 09:05:20.000 Z",0.0317673378076063
"May 17, 2024 8:28:07 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"WAS 36 @ CON 36 - HALF
K Samuelson (WAS): 14 PTS, 3 AST
D Carrington (CON): 10 PTS, 4 REB, 2 AST","yes",2240,48,48,1,"2024-06-07 09:05:20.000 Z",0.0214285714285714
"May 17, 2024 9:08:08 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"WAS 56 @ CON 52 - END 3RD
K Samuelson (WAS): 16 PTS, 2 REB, 4 AST
D Carrington (CON): 16 PTS, 4 REB, 2 AST","yes",2240,42,42,1,"2024-06-07 09:05:20.000 Z",0.01875
"May 17, 2024 9:42:43 PM","SEND2 I:END_GAME  IO:OR EO:OR",NA,"WAS 77 @ CON 84 - FINAL
K Samuelson (WAS): 18 PTS, 3 REB, 4 AST
D Bonner (CON): 22 PTS, 6 REB, 1 AST","yes",172,2,2,1,"2024-06-07 09:05:20.000 Z",0.0116279069767442
"May 17, 2024 9:42:43 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"WAS 77 @ CON 84 - FINAL
K Samuelson (WAS): 18 PTS, 3 REB, 4 AST
D Bonner (CON): 22 PTS, 6 REB, 1 AST","yes",2240,57,57,1,"2024-06-07 09:05:20.000 Z",0.0254464285714286
"May 17, 2024 9:08:08 PM","SEND2 I:END_QUARTER  IO:OR EO:OR",NA,"WAS 56 @ CON 52 - END 3RD
K Samuelson (WAS): 16 PTS, 2 REB, 4 AST
D Carrington (CON): 16 PTS, 4 REB, 2 AST","yes",2240,1,1,1,"2024-06-07 09:05:20.000 Z",0.000446428571428571
"May 17, 2024 9:42:43 PM","SEND2 I:END_GAME  IO:OR EO:OR",NA,"WAS 77 @ CON 84 - FINAL
K Samuelson (WAS): 18 PTS, 3 REB, 4 AST
D Bonner (CON): 22 PTS, 6 REB, 1 AST","yes",172,1,1,1,"2024-06-07 09:05:20.000 Z",0.00581395348837209
